doc_id,sentence_id,matched_form,context,start_char,end_char,cluster,umap1,umap2,dist_to_cluster_0,dist_to_cluster_1,dist_to_cluster_2,already_labeled,predicted_label,prob_market_exchange,prob_valuation
A06785.txt,77,prices,"And so it is in matters of Exchanges, whereby commodities are dearer or better cheap, according to the Positive Exchange, Positive Exchange. wherein the prices of commodities do perpetually follow the rates of Exchange: but the Exchange having also another course of rising and falling in price, according to plenty or scarcity of moneys, and the few or many Takers or deliverers of money, Currant Exchange. which may be termed The currant Exchange: hath not the like operation, to make daily (as it were) the prices of commodities to rise and fall according to the said Exchange, for as the few or many takers or deliverers of money doth proportionate this price of Exchange in all Countries, according to the true value or above the same, grounded upon the said Positive Exchange, so doth plenty or scarcity of money do the like, and the commodities so bought by moneys taken up by Exchange, are calculated by Merchants of experience in price to cost accordingly.",510,516,0,10.602052,5.8726363,7.3261538,10.469609,9.807204,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,77,price,"And so it is in matters of Exchanges, whereby commodities are dearer or better cheap, according to the Positive Exchange, Positive Exchange. wherein the prices of commodities do perpetually follow the rates of Exchange: but the Exchange having also another course of rising and falling in price, according to plenty or scarcity of moneys, and the few or many Takers or deliverers of money, Currant Exchange. which may be termed The currant Exchange: hath not the like operation, to make daily (as it were) the prices of commodities to rise and fall according to the said Exchange, for as the few or many takers or deliverers of money doth proportionate this price of Exchange in all Countries, according to the true value or above the same, grounded upon the said Positive Exchange, so doth plenty or scarcity of money do the like, and the commodities so bought by moneys taken up by Exchange, are calculated by Merchants of experience in price to cost accordingly.",658,663,2,-4.0580015,0.02877367,9.376087,6.736857,6.355296,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,77,price,"And so it is in matters of Exchanges, whereby commodities are dearer or better cheap, according to the Positive Exchange, Positive Exchange. wherein the prices of commodities do perpetually follow the rates of Exchange: but the Exchange having also another course of rising and falling in price, according to plenty or scarcity of moneys, and the few or many Takers or deliverers of money, Currant Exchange. which may be termed The currant Exchange: hath not the like operation, to make daily (as it were) the prices of commodities to rise and fall according to the said Exchange, for as the few or many takers or deliverers of money doth proportionate this price of Exchange in all Countries, according to the true value or above the same, grounded upon the said Positive Exchange, so doth plenty or scarcity of money do the like, and the commodities so bought by moneys taken up by Exchange, are calculated by Merchants of experience in price to cost accordingly.",939,944,1,-0.0857831,-1.5088451,10.004026,7.6073546,8.081931,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,85,price,"This saith he, is a better direction than limitation of exchanges; whereby you may understand how he is mistaken, supposing that the price of the Currant exchange should be limited, and not rise and fall according to the nature of exchange, upon plenty or scarcity of money, and the many or few takers or deliverers of the money, as hath been declared.",133,138,2,-4.284907,0.64479417,8.310192,5.553928,5.208953,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,91,price,"Tell me (I pray you) if the King or the Nobility and all other men should deliver money by exchange at so low a price, under the true value of the moneys, that there were ten or twelve in the hundreth to be gotten in a month's time, between the money inspecie and by exchange, whereby he that taketh the money, hath an ability given him to export that money by all secret conveyances: to pay his bill of exchange therewith beyond the Seas, and to put the overplus (of this incomparable gain) into his purse, do not you think that the money will be exported by them that are the takers thereof? whereby the kingdom loseth the money, and you that are the deliverers of the money: the benefit which they reap thereby, which you ought to have given you by just and true exchange?",112,117,1,-0.17149062,2.1901546,9.969941,6.839256,8.307671,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,99,price,"It is about 80. years since that there was an equal Exchange between England and the Netherlands, Equal Exchange. which in true value may be called Positive, and according to alteration in price Currant, at which time, twenty shillings of their coin, and twenty shillings Starlin, were alike in denomination, that is to say, were named all one in price, & of intrinsique or inward value, for their Imperial Royal of gold was valued and went currant for Ten shillings Flemish, and our Angel was valued at Ten shillings Starlin, being all of a goodness of Gold in value, which we call Waight and finesse by the terms of the Mint, so the French Crown which was valued here at Six shillings Starlin, English & foreign coin all one in Exchange. and beyond the Seas at six shillings Flemish, was correspondent: the Philip Doller of silver was valued at five shillings Flemish, and so was the Edward Crown of silucr five shillings Starlin: our ten Groats being three shillings and four pence, was correspondent to the Emperor's Florin of twenty Stivers: and the Flemish shillings of six Stivers or twelve pence Flemish, was all one with our shilling or twelve pence Starlin: for an ounce of Starlin silver was valued as five shillings, for there was five pieces or shillings made out of an ounce: and although the Standards of moneys did differ in the finesse or goodness of the silver and gold, yet the quantity in weight did answer and made good the same: as for example, the Starlin Standard being 11. ounces 2. d. weight in fine silver, in the 12 ounces Troy to the pound weight made into 60 s. caused the ounce to be five shillings; and the Philip.",189,194,1,-0.3247046,-1.4286717,11.4393835,9.385835,9.430725,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,99,price,"It is about 80. years since that there was an equal Exchange between England and the Netherlands, Equal Exchange. which in true value may be called Positive, and according to alteration in price Currant, at which time, twenty shillings of their coin, and twenty shillings Starlin, were alike in denomination, that is to say, were named all one in price, & of intrinsique or inward value, for their Imperial Royal of gold was valued and went currant for Ten shillings Flemish, and our Angel was valued at Ten shillings Starlin, being all of a goodness of Gold in value, which we call Waight and finesse by the terms of the Mint, so the French Crown which was valued here at Six shillings Starlin, English & foreign coin all one in Exchange. and beyond the Seas at six shillings Flemish, was correspondent: the Philip Doller of silver was valued at five shillings Flemish, and so was the Edward Crown of silucr five shillings Starlin: our ten Groats being three shillings and four pence, was correspondent to the Emperor's Florin of twenty Stivers: and the Flemish shillings of six Stivers or twelve pence Flemish, was all one with our shilling or twelve pence Starlin: for an ounce of Starlin silver was valued as five shillings, for there was five pieces or shillings made out of an ounce: and although the Standards of moneys did differ in the finesse or goodness of the silver and gold, yet the quantity in weight did answer and made good the same: as for example, the Starlin Standard being 11. ounces 2. d. weight in fine silver, in the 12 ounces Troy to the pound weight made into 60 s. caused the ounce to be five shillings; and the Philip.",347,352,1,-0.22733255,-1.4467814,11.031896,8.271745,9.25517,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,102,price,"And so the names for the price and value of the coin, were named alike; and the prices of commodities (both here and beyond the seas) were likewise named accordingly; whereby all fallacies concerning the value of moneys and the prices of commodities were excluded; and then Merchants (to accommodate one another by exchange) would give or deduct either 3 d. 4 d. or 6 d. or thereabouts upon the pound of our 20 s. or a penny or two pence upon the Noble (wherupon exchanges were then commonly made) to pay or receive their moneys by exchange here or beyond the seas, according as they could agree: in so much, that 20 s.",25,30,2,-3.4710546,1.0809419,9.613867,7.851681,7.580348,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,102,prices,"And so the names for the price and value of the coin, were named alike; and the prices of commodities (both here and beyond the seas) were likewise named accordingly; whereby all fallacies concerning the value of moneys and the prices of commodities were excluded; and then Merchants (to accommodate one another by exchange) would give or deduct either 3 d. 4 d. or 6 d. or thereabouts upon the pound of our 20 s. or a penny or two pence upon the Noble (wherupon exchanges were then commonly made) to pay or receive their moneys by exchange here or beyond the seas, according as they could agree: in so much, that 20 s.",80,86,0,10.519833,6.0116844,5.7905025,9.318684,8.786402,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,102,prices,"And so the names for the price and value of the coin, were named alike; and the prices of commodities (both here and beyond the seas) were likewise named accordingly; whereby all fallacies concerning the value of moneys and the prices of commodities were excluded; and then Merchants (to accommodate one another by exchange) would give or deduct either 3 d. 4 d. or 6 d. or thereabouts upon the pound of our 20 s. or a penny or two pence upon the Noble (wherupon exchanges were then commonly made) to pay or receive their moneys by exchange here or beyond the seas, according as they could agree: in so much, that 20 s.",228,234,0,10.519155,5.914536,6.4895787,9.037921,8.440056,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,106,price,"From this equality or parity of exchange, we are fallen to very great inequality, by the enhancing of moneys beyond the Seas, whereby the price was there altered in name or denomination, our moneys remaining here at a stand; and the standards of moneys both here and beyond the Seas also remaining unaltered, and so continued beyond the Seas until this day, albeit they have caused diverse new coins of other standards to be made since that time, which is to be observed hereafter, the rather for that it is a maxim, That the silver coins do rule the markets in all places, because of the abundance thereof, Silver coin do rule the Markets and Exchange. being 500 to one of gold, which causeth the exchanges to be made according to the silver coins, which overruleth the coins of gold.",138,143,1,-2.2145476,1.0954851,8.824243,6.393202,6.8433537,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,107,price,"The first inequality crept in by the enhancing of moneys, was upon the Philip Doller, which was come from 30 Stivers or 5 s, as aforesaid, to 33 and 35 Stivers; whereby the price of exchange began to alter in the years of our Lord 1563 and 1564, which then was looked into by the Merchant's Adventurers, according to the complaints of Mr.",173,178,2,-3.8102806,0.024472276,8.271441,6.029767,5.9522824,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,113,prices,"First, by the Assays of moneys made in former times, and the calculations of exchanges made thereupon, upon, according to the prices or valuations of the moneys enhanced beyond the Seas, and not enhanced with us in England.",126,132,0,10.512961,6.1479483,6.004248,8.870654,9.201692,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,116,price,"Concerning the first, it appeareth of record, that in the said year 1575. there was (by order of the Right Honourable the Lords & others of her Majesties then Privy Council of the late Queen Elizabeth of blessed memory) diverse Assays made of the moneys of sundry Countries, and the price of Exchange, that is to say of the Positive Exchange, was set down accordingly, whereof I have made this Abstract, for so much as maketh for the purpose.",283,288,1,-3.5402775,0.11992903,8.936709,5.9111934,6.4132266,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,119,price,"Flemish, made the price of the said Exchange 24. s. as aforesaid, accounting 4 Dollars for the l.",18,23,1,-3.3078046,0.5169952,9.638993,6.9585514,7.133108,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,121,price,"The Rickx Doller being enhanced to 33. shillings lubish, made the price of the said Exchange at one shilling more, upon the 4. prices and a half to be at 24. s. 9 d. which contained for a long time at Hamborough and other places in Germany, Exchange at 24. s. 9d. in Germany. and all their own coins were correspondent thereunto in the inward value: but in the Low Countries the valuation did alter, and moneys were enhanced by intermissive times, by the wars and division of the 17.",66,71,1,-3.317793,0.5180315,9.671194,6.7391405,7.032983,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,121,prices,"The Rickx Doller being enhanced to 33. shillings lubish, made the price of the said Exchange at one shilling more, upon the 4. prices and a half to be at 24. s. 9 d. which contained for a long time at Hamborough and other places in Germany, Exchange at 24. s. 9d. in Germany. and all their own coins were correspondent thereunto in the inward value: but in the Low Countries the valuation did alter, and moneys were enhanced by intermissive times, by the wars and division of the 17.",127,133,0,10.462628,6.474291,8.077053,9.758828,10.738668,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,129,price,"Flemish, it was agreed by the Commissioners, Exchange for the Low Countries at 83 s. 4 d. that the Positive Exchange should be 33. s. 4. d. for our 20. s: and all other moneys had correspondence with the said price or thereabouts: and the Spanish Royal of 8. was valued at 42.",209,214,1,-2.079548,1.1757268,8.844878,5.958142,7.051236,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,132,price,"If you will be sure whether the said Assays and Valuations are truly calculated in exchange, Calculations upon Assays and Moneys. the Account by the Golden Rule is easy for any man of mean judgement to be cast up, that is to say, if the Philip Doller of 36, Stivers made the price of exchange to be 24. s. what must the price now be, when the said Doller is valued at 50.",275,280,1,-3.52127,0.080421254,9.723228,7.432644,7.6476526,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,132,price,"If you will be sure whether the said Assays and Valuations are truly calculated in exchange, Calculations upon Assays and Moneys. the Account by the Golden Rule is easy for any man of mean judgement to be cast up, that is to say, if the Philip Doller of 36, Stivers made the price of exchange to be 24. s. what must the price now be, when the said Doller is valued at 50.",320,325,1,-2.745364,0.60246897,10.210901,7.421765,7.674446,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,135,price,"Stivers give in exchange, facit 33. s. 9 d: so that you see the Assays and Valuations doth agree in the price of exchange, and rather somewhat to our disadvantage.",104,109,1,-3.9428525,-0.10243239,9.492796,6.9704967,7.2169228,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,136,price,"In the year 1600. (by a Commission granted to Sir Richard Martin Knight, and Master of the Mint, Sir Richard Saltonstall, Sir Henery beling slay knights, Thomas afterwards Lord Knynet, Mr. john Williams, myself and diverse others) there was an examination taken concerning the goodness and valuation of moneys in exchange, and there ensued but an alteration in the valuation of gold concerning the proportion, with some small reformation concerning the Standards: but in Exchanges nothing was effected, for some reasons here not declared: come we now to this present time, and see how much the said moneys have been enhanced, Calculations up on the last valuation. not by the toleration of Merchants to receive them above their price, but according to the Placcart or Edict of Proclamation of the said Estates made the 21 of july 1622.",728,733,1,-2.4716198,2.0434542,8.851758,6.622132,7.5953074,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,149,price,"Starlin, to show how Merchants may be correspondence accommodate each other, to the Kingdom's great loss, by the means of a low Exchange, which must in the comparison needs be under the price supposed in Exchange, and not at 33. s. 4. d, which is called low in regard of the present, and hereupon he doth miscast 100 l. in 1000 l. between the Londoners and the Amsterdamers, with other cavillations in the answering thereof: I though good to observe the same between the price of equal exchange, altered by the enhancing of moneys beyond the Seas at the beginning, when 20. s.",186,191,1,-1.9792905,1.1972692,8.384404,5.199927,6.193076,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,149,price,"Starlin, to show how Merchants may be correspondence accommodate each other, to the Kingdom's great loss, by the means of a low Exchange, which must in the comparison needs be under the price supposed in Exchange, and not at 33. s. 4. d, which is called low in regard of the present, and hereupon he doth miscast 100 l. in 1000 l. between the Londoners and the Amsterdamers, with other cavillations in the answering thereof: I though good to observe the same between the price of equal exchange, altered by the enhancing of moneys beyond the Seas at the beginning, when 20. s.",471,476,1,-3.5877151,0.15500435,8.374599,5.9577518,6.2698417,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,151,price,"Flemish was correspondent in account between the said Londonner and Amsterdammer, after the said rate of 24 s. by exchange, so long as the value was made good by exchange: but if the Exchange had not risen in price according to the moneys enhanced, and had remained at 20 s. for 20 s. and they had still so kept their account between them; All men of judgement can very well see that the 500 l.",209,214,1,-0.12959546,-1.2415875,8.862183,6.1383996,7.260293,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,157,price,"Stivers, the price of exchange is risen to 35 s, which some understand to be value for value, or Par pro Pari: and others will say, who knoweth whether the said Assays were truly made and reported accordingly, and so speak against our benefit.",13,18,2,-4.079121,-0.091770306,8.77302,6.564807,6.1607323,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,175,price,"Thus it appeareth unto men even of the meanest understanding, that our moneys are undervalved in exchange for the Low Countries, and for Hamborough & other places much more, where the Rickx Doller is risen to 52, and 54 shillings lubish, which by the precedent rules, maketh the price of this Positive Exchange to be above 40 s. of theirs for our 20 s, which to avoid prolixity, I leave to every man's judgement to calculate.",279,284,1,-3.2301598,0.68792456,8.680699,5.201378,5.958142,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,180,price,"Thus may we observe the Disgression and inequality between the said moneys, which can never (conveniently) be reducted to their first price and equality: I might likewise make instance of the coins of gold which are more enhanced, for the Sovereign of 20 s. is now currant at 37 s. 8 d.",134,139,1,-2.512568,1.8706485,8.73645,6.033842,7.0209103,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,184,price,"He accuseth me of gross errors, for that the exchange is risen in price according to the valuation of moneys, which even now we have proved to be false: and if exchange should rise and fall accordingly, that is to say, if moneys rise beyond the Seas, that the price of exchange should rise accordingly: and if moneys do rise here, that then on the contrary the exchange should fall in price here, what remedy can there be then in the enhancing of the moneys, when the price of exchange will still over rule the same, misselden's Errors. as it were an enhancing upon an enhancing between us and other Countries upon the price of exchange, which (as hath been showed) is the Public Measure?",66,71,2,-0.17999806,-1.5353688,10.854594,8.527857,8.202506,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,184,price,"He accuseth me of gross errors, for that the exchange is risen in price according to the valuation of moneys, which even now we have proved to be false: and if exchange should rise and fall accordingly, that is to say, if moneys rise beyond the Seas, that the price of exchange should rise accordingly: and if moneys do rise here, that then on the contrary the exchange should fall in price here, what remedy can there be then in the enhancing of the moneys, when the price of exchange will still over rule the same, misselden's Errors. as it were an enhancing upon an enhancing between us and other Countries upon the price of exchange, which (as hath been showed) is the Public Measure?",260,265,2,-4.4198966,-0.0708055,10.363988,8.397602,7.194286,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,184,price,"He accuseth me of gross errors, for that the exchange is risen in price according to the valuation of moneys, which even now we have proved to be false: and if exchange should rise and fall accordingly, that is to say, if moneys rise beyond the Seas, that the price of exchange should rise accordingly: and if moneys do rise here, that then on the contrary the exchange should fall in price here, what remedy can there be then in the enhancing of the moneys, when the price of exchange will still over rule the same, misselden's Errors. as it were an enhancing upon an enhancing between us and other Countries upon the price of exchange, which (as hath been showed) is the Public Measure?",385,390,1,-0.027901197,-1.7303437,11.340747,8.74836,8.876479,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,184,price,"He accuseth me of gross errors, for that the exchange is risen in price according to the valuation of moneys, which even now we have proved to be false: and if exchange should rise and fall accordingly, that is to say, if moneys rise beyond the Seas, that the price of exchange should rise accordingly: and if moneys do rise here, that then on the contrary the exchange should fall in price here, what remedy can there be then in the enhancing of the moneys, when the price of exchange will still over rule the same, misselden's Errors. as it were an enhancing upon an enhancing between us and other Countries upon the price of exchange, which (as hath been showed) is the Public Measure?",468,473,2,-4.3498354,-0.11150269,9.671875,7.542509,6.44411,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,184,price,"He accuseth me of gross errors, for that the exchange is risen in price according to the valuation of moneys, which even now we have proved to be false: and if exchange should rise and fall accordingly, that is to say, if moneys rise beyond the Seas, that the price of exchange should rise accordingly: and if moneys do rise here, that then on the contrary the exchange should fall in price here, what remedy can there be then in the enhancing of the moneys, when the price of exchange will still over rule the same, misselden's Errors. as it were an enhancing upon an enhancing between us and other Countries upon the price of exchange, which (as hath been showed) is the Public Measure?",619,624,2,-4.2956576,-0.15840723,10.95132,8.903001,7.7034564,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,187,price,"Starlin for every pound, whereby the said enhancing of the Doller there, and the price of Exchange do just concur, and there can be neither gain nor loss.",81,86,1,-3.6685333,-0.017089127,8.90313,6.4838963,6.744866,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,195,prices,"And if the said Gentleman had bestowed the last year the said 100 l. in royals of 8, at 22 s. for the 5 prices, and paid them out there at 51 Stivers, and so returned his money by exchange at a low rate, or 33 s. 4 d, or under, he might have gotten 25 Per Cento, where the said royals (when he bought them) did cost him but ten upon the hundreth: and thus you may see what deep speculations this man hath (whilst he is enclosed within his Circle) to find out these Mysteries, & yet no Mysteries: like unto the Man, An Eunuch. that was no Man: which threw a Stone, A Pumex. that was no Stone: at a Bird, that was no Bird: sitting upon a Tree, A Bat.",104,110,0,10.428494,6.4358106,8.093314,9.908857,11.145807,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,200,price,"Starlin; this is very prettily contrived by the dexterity of his ingenious spirit, or rather by his supports, who would help a lame Dog over the stile, as the prover be is by abating the price of the Royal, and advancing the price of exchange, taking care only for the present rate & time of exchange, wherewith he chargeth me with a place of Scripture, with such a Magnanimity, P. 113. as if he were riding in his Triumphant Chariot, drawn by ignorance and impudence, as a couple of Coach Horses: imitating Caligula, who following the example of julius Caesar in conquering Britain, Suetornius & Di●n. and conducting his Army to the Sea side, commanded his Soldiers to gather shells, which he called the spoils of the Ocean, and binding a few Germans that never fought against him, led them in triumph to Rome: Even such is the behaviour of Misselden, who having gathered the shells of knowledge, could never attain to the solid flesh of truth and prudence, for an answer therefore to this untrue Assertion, I utterly deny, that 4 royals ●/8 parts, do answer our 20 s.",187,192,1,-4.017071,1.3245708,9.488166,6.5682325,7.294948,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,200,price,"Starlin; this is very prettily contrived by the dexterity of his ingenious spirit, or rather by his supports, who would help a lame Dog over the stile, as the prover be is by abating the price of the Royal, and advancing the price of exchange, taking care only for the present rate & time of exchange, wherewith he chargeth me with a place of Scripture, with such a Magnanimity, P. 113. as if he were riding in his Triumphant Chariot, drawn by ignorance and impudence, as a couple of Coach Horses: imitating Caligula, who following the example of julius Caesar in conquering Britain, Suetornius & Di●n. and conducting his Army to the Sea side, commanded his Soldiers to gather shells, which he called the spoils of the Ocean, and binding a few Germans that never fought against him, led them in triumph to Rome: Even such is the behaviour of Misselden, who having gathered the shells of knowledge, could never attain to the solid flesh of truth and prudence, for an answer therefore to this untrue Assertion, I utterly deny, that 4 royals ●/8 parts, do answer our 20 s.",225,230,1,-3.91036,0.56286895,9.990167,7.1081004,7.686548,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,201,price,"Starlin, and by the aforesaid Rule of Arithmitike, if 22 s. will buy 5 pieces or royals of 8, than 20 s. requireth 4 6/11 pieces, and although the said Royal be decried, yet is the same currant above the price of the Proclamation in most places: moreover by the said rule, if one shilling was worth ten Stivers and more, when the Rickx Doller was valued at 45 Stivers, which is now enhanced, and currant above 50, which is 1/9 part increased: than it followeth that the said our shilling ought to be valued above 11 Stivers and 1/9 part, especially now the same must be delivered by weight, which is the cause that above six in the hundreth profit will be given in the Mints there, according to the policy in Mint affairs, when there is an intention to melt down foreign coin, as we have amply declared in the second Part of Lex Mercatoria: now concerning the exchange for Hamborough, The vnderualuation of our moneys by Exchange at Hamborough. where after the rate of 4 Rickx Dollars and one half, we are to look for 450 Dollars for one hundreth pound Starlin.",204,209,1,-3.3138506,2.2092884,9.532583,6.537368,7.0614038,False,valuation,0.4673745895157886,0.5326254104842114
A06785.txt,205,price,"I his undervaluation of our moneys in exchange by the enhancing of foreign coin is so plain, and Luce Meridiana Clarius in every man's understanding, that there needeth not any further explanation, yet Misselden will not acknowledge, that the 15 Per Cento, P. 25. more gotten by the royals of 8 beyond the seas then in England, cometh to pass by reason of the low exchange and undervaluation of our moneys, in giving there little by exchange to receive much for it here: in the same manner as the precedent example of Hamborough doth demonstrate, for he denieth that the price of commodities doth rise with the enhancing of the moneys, which he mistermed Value of Moneys: and this is mere contrary to his former Assertion, Pag. 17. where he saith: That if the Merchants do nor raise the price of their Commodities in due proportion to the moneys enhanced in Exchange, they shall come home by weeping cross: the best is, he can swallow up many of these Guggions, and put down things never by me affirmed.",571,576,2,-5.845385,1.8572711,9.393779,7.4951835,6.055438,False,valuation,0.4673745895157886,0.5326254104842114
